id,prénom,nom,date de naissance,adresse IP
6223,Lina,Lemoine,1992-08-30,136.204.56.163
6224,Marius,Roche,1992-02-21,52.76.132.21
6225,Mia,Leclercq,2001-04-26,27.73.10.50
6226,Paul,Richard,1993-12-21,43.62.119.78
6227,Giulia,Lacroix,1999-04-28,219.98.215.39
6228,Liam,Durand,2002-03-07,73.158.211.217
6229,Enzo,Martin,1991-01-17,41.17.216.224
6230,Mila,Brunet,1993-06-09,190.111.109.171
6231,Lucas,Leclercq,1994-07-18,214.107.194.89
6232,Léon,Mercier,1997-02-22,240.65.119.13
6233,Margaux,Robert,1991-03-15,74.190.52.153
6234,Lola,Lefevre,2001-09-25,47.91.19.233
6235,Mohamed,Fontaine,2002-06-25,143.215.11.50
6236,Jeanne,Lemaire,1991-08-14,54.11.159.149
6237,Giulia,Simon,1992-11-16,80.11.46.52
6238,Lou,Durand,1991-02-28,246.115.26.173
6239,Liam,Legrand,1994-03-13,55.148.26.227
6240,Nina,Noel,1990-10-01,210.12.19.127
6241,Léna,Roy,1999-08-25,23.22.176.82
6242,Lucie,Renaud,1996-04-25,234.65.63.230
6243,Nour,Lacroix,1994-04-11,125.132.145.86
6244,Noah,Benoit,1992-06-27,181.177.29.15
6245,Victoire,Lemaire,1991-05-11,171.238.5.237
6246,Zoé,Faure,1993-05-29,6.80.254.220
6247,Julia,Payet,1997-07-09,102.71.149.238
6248,Lola,Bonnet,2000-06-20,31.3.154.179
6249,Timéo,Denis,2001-05-29,240.46.215.42
6250,Tiago,Bonnet,1993-04-12,108.75.222.142
6251,Nina,Robin,1994-01-14,187.221.190.195
6252,Noah,Leclerc,1999-12-21,123.72.203.75
6253,Nino,Legrand,2003-09-08,65.232.141.48
6254,Eden,Blanchard,1997-12-12,241.246.188.252
6255,Théo,Picard,1990-11-19,80.158.203.96
6256,Julia,Meunier,1997-08-27,6.86.6.37
6257,Juliette,Chevalier,1992-11-09,51.247.70.79
6258,Rose,Roux,2004-10-16,43.170.125.76
6259,Valentin,Girard,1994-02-17,245.115.200.76
6260,Jeanne,Riviere,1996-07-29,7.61.15.145
6261,Milo,Mathieu,1997-03-28,116.243.55.129
6262,Iris,Picard,1994-04-25,198.158.86.139
6263,Lyam,Masson,2003-03-29,27.104.96.131
6264,Milo,Gerard,2000-07-08,1.163.227.139
6265,Mia,Blanc,1992-01-03,28.213.111.70
6266,Mathis,Dumont,1996-07-11,35.64.151.221
6267,Sofia,Blanc,1990-09-12,22.244.245.0
6268,Gaspard,Francois,2004-05-19,131.127.209.226
6269,Mohamed,Andre,2004-11-12,54.123.117.232
6270,Ethan,Meunier,2000-08-27,19.45.62.10
6271,Romy,Durand,1990-09-14,217.88.164.129
6272,Jade,Blanc,2004-12-17,57.207.11.75
6273,Emma,Martinez,1997-11-14,172.37.35.237
6274,Lou,Fabre,1992-07-01,203.163.125.156
6275,Maël,Picard,1997-08-28,85.190.54.212
6276,Axel,Roger,1994-09-15,14.41.100.190
6277,Ambre,Martin,1991-12-16,161.147.53.179
6278,Rayan,Francois,1992-09-13,181.125.108.99
6279,Mohamed,Schmitt,2000-12-05,91.240.136.169
6280,Anna,Leclercq,1994-08-20,150.41.112.27
6281,Lou,Muller,1992-03-27,71.220.48.21
6282,Iris,Payet,1991-08-26,246.55.155.40
6283,Raphaël,Lucas,2003-04-25,168.110.140.153
6284,Nino,Nicolas,2002-02-16,238.129.60.158
6285,Léon,Denis,1995-09-16,177.76.129.40
6286,Noé,Rey,1997-07-21,45.14.163.233
6287,Léon,Lacroix,2000-05-16,56.188.218.69
6288,Valentin,Pierre,1990-04-01,70.59.48.131
6289,Arthur,Caron,2002-12-09,87.245.38.62
6290,Chloé,Marchand,1998-02-09,61.172.11.250
6291,Noah,Perrin,1992-12-19,200.167.120.34
6292,Mia,David,1999-06-03,67.250.120.226
6293,Malo,Muller,1996-01-12,103.55.52.105
6294,Ethan,Faure,1990-12-27,41.209.0.8
6295,Giulia,Dumont,1993-02-04,249.131.138.93
6296,Jeanne,Arnaud,1991-06-29,155.141.24.245
6297,Inaya,Legrand,1991-02-04,80.22.106.95
6298,Léna,Payet,1996-04-29,217.201.235.191
6299,Louise,Denis,1997-06-20,132.252.38.168
6300,Rose,Fontaine,2000-09-05,240.239.57.146
6301,Léon,Benoit,1996-07-21,247.34.187.240
6302,Charlotte,Rolland,1990-12-10,135.107.126.241
6303,Léa,Faure,1999-06-05,248.197.126.171
6304,Mya,Laurent,2000-05-22,47.6.23.106
6305,Lola,David,1991-11-14,82.32.209.106
6306,Noé,Lacroix,1995-03-30,249.228.72.241
6307,Nino,Simon,1995-01-17,162.4.33.97
6308,Théo,Rousseau,1993-02-06,37.115.144.143
6309,Paul,Laurent,1990-01-06,109.116.71.34
6310,Mia,Olivier,2000-01-19,77.146.199.152
6311,Raphaël,Guerin,2004-05-02,197.92.207.63
6312,Marceau,Rey,1994-03-05,236.74.117.54
6313,Ayden,Perrin,2004-01-17,5.232.80.43
6314,Charlie,Lecomte,2002-01-02,134.254.55.185
6315,Isaac,Pierre,1994-10-27,185.198.167.236
6316,Marceau,Marchand,2002-03-27,54.92.134.149
6317,Ayden,Martinez,2001-05-05,25.70.178.47
6318,Victor,Leclerc,1993-08-21,214.112.204.120
6319,Victoria,Leclerc,1995-01-04,145.170.67.163
6320,Naël,Picard,2004-10-10,13.219.196.145
6321,Lina,Mercier,2000-04-12,126.165.195.119
6322,Charlie,Legrand,2001-05-31,24.85.52.1
6323,Tom,Dumont,1998-06-17,5.215.227.237
6324,Jade,Leclercq,1999-05-04,92.143.255.236
6325,Elena,Brun,1996-09-26,225.85.9.55
6326,Anna,Joly,1995-09-20,212.117.33.205
6327,Mathis,Rolland,1994-10-17,28.43.208.190
6328,Axel,Dupont,2004-04-06,32.119.148.170
6329,Léa,Fontaine,1994-12-25,211.81.137.89
6330,Victor,Martinez,1994-02-18,154.64.214.87
6331,Eden,Benoit,1992-07-15,48.89.162.163
6332,Nina,Arnaud,1995-07-18,131.229.156.195
6333,Mila,Gaillard,1995-02-05,44.141.84.59
6334,Liam,Duval,1997-05-14,111.23.208.180
6335,Romy,Marchand,2001-11-21,58.81.95.120
6336,Romy,Payet,1992-11-04,134.31.71.209
6337,Louis,Bonnet,1995-01-20,189.60.227.228
6338,Tiago,Giraud,1994-11-11,149.8.247.171
6339,Giulia,Dufour,2004-01-03,61.31.200.46
6340,Mohamed,Guerin,2001-08-18,176.198.226.29
6341,Ayden,Martin,1996-02-25,50.25.217.40
6342,Hugo,Roussel,1998-03-24,252.64.116.134
6343,Elena,Rolland,1996-10-20,222.138.27.152
6344,Théo,Duval,1994-10-28,154.197.150.3
6345,Mia,Robin,2004-02-19,181.133.88.142
6346,Anna,Meyer,1995-01-18,65.180.10.170
6347,Nathan,Guerin,2002-12-19,152.36.90.138
6348,Noah,Lefebvre,1999-09-28,76.247.204.222
6349,Milo,Guillaume,2003-08-07,78.66.54.174
6350,Nour,Guerin,2000-08-24,175.199.31.98
6351,Elena,Benoit,2004-01-16,24.27.32.184
6352,Noé,Petit,1999-02-05,137.156.196.252
6353,Mathis,Boyer,1999-06-08,15.223.109.189
6354,Alma,Andre,2003-10-08,84.20.182.14
6355,Victoire,Guerin,1991-10-08,146.4.143.254
6356,Mya,Martinez,1997-09-17,221.238.55.94
6357,Nour,Girard,2001-05-27,69.184.75.238
6358,Elio,Andre,1998-02-10,11.54.255.243
6359,Augustin,Lucas,2002-12-26,57.202.94.228
6360,Romy,Schmitt,1996-02-28,206.174.19.184
6361,Elio,Roger,1990-08-12,73.188.185.101
6362,Eden,Dufour,2003-08-16,70.198.23.176
6363,Lya,Lefebvre,1999-12-30,50.48.246.25
6364,Lucas,Morel,1993-08-24,101.88.204.41
6365,Emma,Girard,2000-09-23,253.206.36.206
6366,Théo,Rousseau,1995-08-05,67.48.162.69
6367,Gaspard,Mathieu,1992-10-17,164.123.197.228
6368,Liam,Noel,2000-05-12,245.65.230.51
6369,Léa,Rey,1996-11-11,133.133.210.110
6370,Martin,Lambert,2004-10-03,228.173.41.97
6371,Agathe,Marie,1992-01-29,185.219.212.166
6372,Adèle,Dumont,1996-03-16,27.110.148.79
6373,Olivia,Benoit,1992-08-15,27.126.84.243
6374,Lyam,Martinez,2001-11-11,171.8.25.32
6375,Eden,Bernard,1992-03-01,221.27.189.40
6376,Naël,Gauthier,2004-03-10,194.166.67.220
6377,Valentin,Rolland,2001-05-15,104.217.32.31
6378,Léa,Leclerc,1992-03-21,211.150.162.225
6379,Nino,Lacroix,1993-04-15,162.101.136.188
6380,Louise,Philippe,2003-09-17,206.41.121.75
6381,Marius,Thomas,1997-08-05,183.123.168.208
6382,Inès,Roy,1993-03-16,162.226.218.149
6383,Théo,Chevalier,2004-02-23,225.56.211.227
6384,Léna,Arnaud,1990-04-17,249.59.173.13
6385,Agathe,Francois,2002-04-16,19.180.101.6
6386,Lucas,Lucas,2004-10-03,43.228.170.169
6387,Rayan,Marchand,2004-08-11,161.237.216.152
6388,Mohamed,Rey,2003-01-26,22.182.81.91
6389,Léo,Guillaume,1995-01-28,19.60.246.16
6390,Arthur,Fabre,2000-11-06,140.172.173.214
6391,Sacha,Lefevre,1996-10-03,106.1.143.54
6392,Agathe,Meunier,2002-12-12,231.212.206.235
6393,Lucas,Dufour,1994-05-19,104.27.151.209
6394,Gabriel,Morin,2002-03-15,88.198.77.213
6395,Chloé,Meunier,1991-03-16,23.111.21.57
6396,Liam,Lemoine,1993-03-03,147.223.136.254
6397,Maël,Rey,1991-03-30,211.117.122.194
6398,Elio,Morel,1992-08-15,8.131.71.230
6399,Lyana,Blanchard,1992-02-07,183.255.125.74
6400,Victor,Leroux,1992-07-17,142.197.142.94
6401,Adèle,Lemoine,2002-02-07,251.18.28.126
6402,Léo,Philippe,1998-11-03,170.34.154.156
6403,Louna,Garcia,1991-01-23,1.229.238.218
6404,Agathe,Legrand,1990-05-28,244.190.44.76
6405,Gaspard,Michel,2002-06-25,4.89.44.155
6406,Elena,Morin,2002-02-26,5.70.172.154
6407,Malo,Guillaume,1994-06-08,10.151.231.155
6408,Robin,Lemaire,1998-12-08,112.231.120.109
6409,Noah,Faure,1996-08-18,91.101.126.217
6410,Léa,Guerin,1991-04-23,62.8.127.185
6411,Léonie,Marchand,1992-08-03,90.85.175.23
6412,Mia,Gaillard,2002-06-09,229.134.161.182
6413,Arthur,Dupont,1999-02-23,204.50.96.140
6414,Lya,Giraud,1999-03-22,180.179.102.79
6415,Ambre,Brunet,1995-05-23,39.30.32.142
6416,Emma,Guerin,2002-09-23,107.213.117.203
6417,Jade,Roger,1991-04-04,117.123.149.137
6418,Jeanne,Garcia,2004-09-17,109.123.27.186
6419,Chloé,Noel,2002-07-05,17.46.74.214
6420,Mya,Robert,1993-04-29,80.209.119.147
6421,Victoire,Chevalier,1991-01-17,210.7.93.180
6422,Olivia,Muller,1992-08-10,22.29.70.178
6423,Hugo,Giraud,2002-07-21,203.250.137.51
6424,Mya,Joly,2001-02-24,173.146.95.228
6425,Léo,Mercier,2001-07-15,128.77.147.246
6426,Mathis,Aubert,1999-03-20,47.4.136.118
6427,Mathis,Dumont,1991-02-20,120.198.9.125
6428,Paul,Garnier,1999-09-21,15.101.21.153
6429,Tom,Marchand,1991-03-19,218.219.57.0
6430,Axel,Robert,1994-04-27,129.44.116.222
6431,Lola,Bourgeois,2000-05-13,245.107.127.12
6432,Noé,Duval,1997-10-31,94.205.157.82
6433,Amir,Leroux,1992-05-12,180.250.196.115
6434,Eva,Pierre,1990-01-18,125.221.231.211
6435,Léonie,Bertrand,2003-10-31,25.183.184.133
6436,Nour,Robert,2003-12-13,72.90.81.30
6437,Alba,Olivier,1990-09-28,91.198.12.255
6438,Rayan,Payet,1992-09-22,48.129.161.211
6439,Noé,Robin,2001-10-03,22.143.140.78
6440,Nour,Rey,2001-06-23,145.44.21.33
6441,Louise,Masson,2000-11-18,209.5.28.182
6442,Anna,Payet,2004-05-05,75.65.12.11
6443,Inès,Benoit,2000-03-31,22.204.225.151
6444,Louis,Giraud,1996-06-13,173.39.203.216
6445,Marceau,Leclercq,1996-03-24,206.126.24.46
6446,Gabriel,Aubert,1990-07-31,104.251.80.170
6447,Mya,Renard,2004-12-08,5.185.120.213
6448,Louise,Perrin,1998-12-16,50.32.120.88
6449,Nathan,Leclerc,1991-01-28,145.102.246.163
6450,Charlie,Nicolas,2001-03-01,166.129.32.74
6451,Margaux,Legrand,1992-06-24,22.3.214.52
6452,Martin,Gaillard,2002-08-07,237.194.169.201
6453,Inaya,Renaud,1997-04-16,84.247.84.151
6454,Maël,Blanchard,1991-11-18,129.100.150.74
6455,Ava,Bourgeois,2004-06-10,37.208.25.251
6456,Emma,Fabre,1991-10-15,215.96.14.24
6457,Gabriel,Lefevre,2004-07-21,237.68.68.91
6458,Axel,Gauthier,1998-03-13,49.27.70.153
6459,Marceau,Arnaud,1993-07-10,25.158.238.83
6460,Lya,Moreau,2002-03-23,47.89.111.201
6461,Inaya,Thomas,2004-12-26,197.27.177.219
6462,Inaya,Francois,1995-07-03,144.113.118.3
6463,Juliette,Masson,1997-01-31,134.211.236.187
6464,Amir,Andre,2002-11-18,130.115.84.195
6465,Ibrahim,Duval,1991-09-09,223.42.228.130
6466,Tiago,Gauthier,1995-08-24,230.24.42.111
6467,Julia,Gerard,2004-09-12,247.139.113.57
6468,Marius,Caron,1997-01-15,63.244.149.141
6469,Liam,Muller,2002-07-16,16.90.80.142
6470,Ethan,Robin,1999-02-07,244.155.5.35
6471,Maël,Fontaine,1997-08-12,60.127.84.231
6472,Paul,Joly,2003-11-27,35.105.129.61
6473,Martin,Blanc,2003-04-03,36.10.105.55
6474,Elio,Bourgeois,1991-02-07,63.175.166.214
6475,Eden,Richard,1996-10-26,82.34.248.119
6476,Malo,Andre,1993-10-22,195.52.209.68
6477,Mia,Boyer,1996-11-27,229.225.248.78
6478,Isaac,Caron,2001-06-14,5.14.218.20
6479,Charlie,Denis,1991-11-09,130.98.245.117
6480,Jade,Guerin,1996-06-17,60.189.18.222
6481,Paul,Philippe,2002-12-26,89.54.105.215
6482,Louna,Simon,1990-04-17,139.87.22.216
6483,Jeanne,Nicolas,1993-04-09,155.128.249.120
6484,Romane,Robin,1993-06-06,124.143.63.78
6485,Mohamed,Giraud,1999-11-29,2.192.127.8
6486,Lou,Meunier,1998-11-25,58.70.119.194
6487,Hugo,Mercier,2003-03-14,196.170.108.253
6488,Juliette,Roger,1991-12-26,223.124.27.218
6489,Inès,Marchand,2001-09-19,22.146.183.163
6490,Jeanne,Riviere,1994-09-10,3.57.150.113
6491,Alba,Rolland,1993-07-27,209.31.84.245
6492,Lya,Leroux,2003-01-22,78.87.79.226
6493,Anna,Gerard,1992-05-13,19.119.176.174
6494,Nour,Caron,1995-04-22,107.151.152.85
6495,Enzo,Meunier,1997-03-29,8.89.86.76
6496,Louise,Brun,1993-04-17,90.94.49.60
6497,Sacha,Dumas,1995-05-02,92.231.109.1
6498,Léo,Meyer,2003-08-28,94.80.48.50
6499,Mila,Guerin,1997-10-31,49.231.128.248
6500,Zoé,Thomas,2004-12-04,205.6.201.66
6501,Théo,Fabre,2004-01-28,113.16.111.41
6502,Lola,Garnier,1994-10-04,182.238.11.92
6503,Anna,Henry,1997-12-21,150.41.155.147
6504,Rayan,Bonnet,1996-02-02,158.195.45.194
6505,Mila,Thomas,1996-10-06,59.67.164.221
6506,Louna,Denis,2002-08-08,177.52.233.36
6507,Théo,Robin,2003-04-07,28.49.169.224
6508,Milo,Vidal,1990-08-27,26.128.56.252
6509,Adam,Henry,2002-05-07,46.215.126.174
6510,Milo,Gautier,2003-10-12,7.130.74.23
6511,Charlotte,Payet,1990-08-21,77.52.203.204
6512,Jade,Bernard,1998-03-21,200.159.202.135
6513,Alba,Gauthier,2001-09-24,100.163.3.234
6514,Jade,Lemoine,1990-07-09,93.19.75.74
6515,Ayden,Philippe,2001-12-12,86.193.226.105
6516,Adèle,Lecomte,1996-01-04,201.74.141.148
6517,Charlie,Durand,1994-09-17,164.48.221.89
6518,Sacha,Joly,1990-05-17,135.38.127.30
6519,Léna,Boyer,1993-01-15,190.40.150.167
6520,Nathan,Leroux,2004-09-15,189.36.191.208
6521,Juliette,Garcia,1998-04-19,135.63.68.87
6522,Louis,Masson,1997-03-21,15.156.149.177
6523,Zoé,Boyer,2001-05-11,236.152.22.212
6524,Arthur,Girard,1994-09-11,172.1.126.4
6525,Malo,Lucas,1995-04-07,228.186.45.169
6526,Noah,Lecomte,1992-11-13,75.55.107.84
6527,Emma,Bourgeois,2000-06-21,85.121.17.37
6528,Léo,Andre,1993-01-29,181.217.173.129
6529,Nina,Pierre,1990-12-29,90.16.43.103
6530,Alice,Richard,1992-09-13,131.33.88.188
6531,Olivia,Fabre,2001-10-09,195.138.69.46
6532,Lucie,Boyer,1991-06-05,83.237.6.129
6533,Alice,Marchand,2004-08-25,136.218.110.95
6534,Mya,Bonnet,1992-03-17,207.93.227.94
6535,Alix,Clement,1995-10-03,211.25.55.110
6536,Eden,Picard,1993-05-21,20.33.216.23
6537,Milo,Roussel,2001-05-17,245.57.114.144
6538,Inaya,Morin,1995-01-22,69.117.99.87
6539,Théo,Chevalier,1996-01-01,254.33.107.45
6540,Romy,Bourgeois,1991-07-30,239.72.62.104
6541,Mia,Renard,1996-04-01,203.89.26.102
6542,Milo,Fontaine,1997-04-21,215.127.38.2
6543,Naël,Dubois,1990-09-01,199.27.124.251
6544,Eden,Duval,1997-01-26,249.66.47.45
6545,Eden,Muller,1990-02-01,91.252.217.22
6546,Augustin,Lefevre,1998-01-10,218.33.196.115
6547,Hugo,Lefevre,1997-11-18,33.132.27.170
6548,Malo,Colin,1996-02-08,165.238.133.179
6549,Alix,Garcia,1992-02-17,169.132.214.136
6550,Arthur,Blanc,1998-10-05,29.238.114.12
6551,Ayden,Noel,2003-11-13,3.162.94.9
6552,Adam,Garnier,1991-10-19,246.255.116.171
6553,Marius,Denis,1993-05-03,209.75.160.197
6554,Nathan,Schmitt,1999-11-28,98.211.51.119
6555,Maël,Mercier,1996-03-31,83.29.220.146
6556,Tom,Duval,1991-03-06,85.245.86.77
6557,Jeanne,Meyer,2000-12-23,247.135.184.27
6558,Lucas,Marie,1996-04-14,126.177.204.70
6559,Emy,Bourgeois,2000-04-08,117.131.191.160
6560,Alba,Legrand,1991-01-29,154.162.58.107
6561,Gaspard,Giraud,1991-11-18,241.195.39.78
6562,Sofia,Dumont,2001-08-17,2.70.89.125
6563,Tom,Chevalier,1996-02-03,117.22.53.68
6564,Lina,Meyer,1994-08-25,45.61.157.181
6565,Giulia,Barbier,1993-10-18,170.250.174.248
6566,Léon,David,2004-02-13,210.20.65.139
6567,Sacha,Arnaud,2003-03-10,210.14.150.110
6568,Victoire,Marchand,1996-08-06,122.149.134.139
6569,Lyana,Chevalier,2001-09-13,170.83.59.111
6570,Jules,Vincent,1990-02-28,48.238.223.146
6571,Victoria,Richard,1996-03-13,222.118.254.10
6572,Noé,Joly,2000-10-13,179.153.83.175
6573,Malo,Morel,1997-07-27,6.19.199.156
6574,Inès,Pierre,2002-02-02,115.58.47.101
6575,Julia,Dubois,1993-04-07,173.133.135.234
6576,Lya,Petit,1996-03-18,120.178.122.65
6577,Eva,Roux,1995-10-20,22.84.164.53
6578,Nour,Olivier,2002-04-18,25.44.154.1
6579,Liam,Dubois,2001-01-28,251.237.140.222
6580,Juliette,Roux,1996-03-13,7.179.237.231
6581,Sofia,Arnaud,1997-07-24,180.23.56.161
6582,Ava,David,1994-10-23,234.85.176.1
6583,Arthur,Bourgeois,2003-11-01,177.205.168.104
6584,Mila,Bertrand,1997-12-06,54.77.244.53
6585,Inès,Giraud,1999-07-13,198.107.136.175
6586,Alba,Martin,1996-10-31,156.157.110.227
6587,Imran,Henry,2003-05-07,60.111.220.14
6588,Julia,Roussel,1994-10-22,233.218.251.113
6589,Hugo,Gerard,1991-09-03,55.41.187.184
6590,Ethan,Mercier,1996-06-21,148.28.239.217
6591,Martin,Simon,1993-03-27,88.3.157.58
6592,Mia,Leroy,2002-05-07,29.22.188.28
6593,Nathan,Olivier,2004-09-02,236.21.69.67
6594,Isaac,Morin,1998-01-23,144.77.14.197
6595,Lyana,Riviere,1991-04-20,233.86.29.148
6596,Paul,Muller,2002-06-29,14.213.22.88
6597,Robin,Benoit,1995-03-07,65.125.219.0
6598,Milo,Blanc,1996-12-07,71.10.183.83
6599,Luna,Brunet,2003-11-12,189.29.77.93
6600,Eden,David,1993-06-17,223.83.215.202
6601,Liam,Muller,1995-09-09,13.175.38.44
6602,Mathis,Leroux,1995-05-07,214.243.35.197
6603,Mila,Simon,1992-05-18,129.72.146.24
6604,Nina,Francois,2001-12-11,25.164.6.71
6605,Alba,Renaud,1991-08-09,27.6.75.230
6606,Gabriel,Richard,1992-12-08,54.229.211.68
6607,Louise,Chevalier,1999-07-23,225.138.115.115
6608,Marceau,Joly,1996-12-08,132.180.41.81
6609,Ibrahim,Lucas,1995-11-10,68.171.220.23
6610,Léo,Martin,2000-05-02,253.61.203.229
6611,Juliette,Moreau,1998-08-22,100.7.206.84
6612,Sofia,Roger,1991-05-01,14.29.63.233
6613,Tiago,Riviere,1990-11-26,89.218.0.13
6614,Valentin,Schmitt,2004-01-23,39.126.0.239
6615,Charlotte,Dumas,2002-08-03,142.128.222.150
6616,Giulia,Lefevre,2001-05-19,114.92.158.209
6617,Gabriel,Brun,2004-11-23,199.106.172.53
6618,Julia,Fontaine,1996-05-04,39.105.108.230
6619,Adam,Bertrand,1993-08-05,68.82.167.184
6620,Margaux,Morel,1991-04-19,64.205.46.4
6621,Louis,Thomas,2000-09-30,108.175.189.201
6622,Augustin,Clement,1998-08-30,255.196.185.22
6623,Nour,Bonnet,1998-08-30,126.83.214.1
6624,Olivia,Boyer,1999-01-24,12.222.11.51
6625,Malo,Roy,1996-04-19,213.253.40.205
6626,Lyam,Denis,2004-08-22,38.68.51.91
6627,Isaac,Arnaud,2003-05-20,54.210.75.247
6628,Lya,Payet,2004-05-02,243.139.43.83
6629,Louis,Marie,2002-09-21,217.99.185.252
6630,Eva,Bernard,1992-11-30,104.59.110.233
6631,Charlotte,Faure,2004-08-30,221.8.41.144
6632,Paul,Meunier,1997-06-18,120.125.228.103
6633,Lou,Renard,2001-10-18,30.94.30.220
6634,Eden,Dumont,1997-10-16,5.167.252.85
6635,Théo,Rousseau,1993-12-17,120.28.187.106
6636,Julia,Francois,2001-12-04,144.154.126.20
6637,Eva,Gautier,2002-06-23,151.174.76.102
6638,Charlotte,Lemaire,1992-03-08,60.84.71.81
6639,Malo,Rousseau,1990-12-28,232.248.31.224
6640,Hugo,Masson,1991-10-06,236.87.205.60
6641,Axel,Boyer,1994-02-28,21.100.248.233
6642,Louna,Meyer,1992-08-09,133.4.237.112
6643,Margaux,Lecomte,2002-04-12,148.127.13.32
6644,Enzo,Arnaud,1998-09-30,146.120.89.3
6645,Eliott,Lefebvre,2001-05-30,43.205.103.123
6646,Luna,Faure,1996-05-01,232.36.171.179
6647,Ayden,Thomas,1995-05-04,115.76.10.157
6648,Valentin,Payet,1995-04-29,37.13.188.68
6649,Alba,Robert,1990-09-12,30.200.77.118
6650,Léonie,Rousseau,1995-12-23,28.211.12.6
6651,Tom,Giraud,1990-12-09,78.231.168.223
6652,Anna,Andre,1991-06-03,138.134.51.251
6653,Louna,Andre,1990-03-19,88.249.81.121
6654,Anna,Leroy,1992-02-26,3.49.62.114
6655,Gabin,Olivier,1998-02-17,249.237.84.183
6656,Louis,Riviere,1990-11-30,134.206.148.92
6657,Lina,Lambert,1992-12-01,219.217.5.193
6658,Mya,Picard,1992-09-22,154.78.142.241
6659,Martin,Robert,2004-12-24,151.238.97.254
6660,Ambre,Fabre,1997-03-31,10.166.214.204
6661,Charlotte,Girard,1996-11-29,56.202.242.21
6662,Iris,Perrin,1995-11-17,24.17.71.201
6663,Mila,Nicolas,1996-11-05,164.179.224.222
6664,Léa,Roux,1990-12-11,69.58.154.0
6665,Arthur,Moreau,1998-03-08,118.112.14.168
6666,Juliette,Dubois,2003-10-10,196.39.153.165
6667,Tom,Gaillard,1991-07-28,50.117.142.158
6668,Gabin,Gauthier,1994-12-11,242.14.49.8
6669,Sacha,Guillaume,1998-07-21,51.207.184.69
6670,Lucas,Petit,1994-04-10,21.168.150.211
6671,Nino,Gautier,1996-08-11,98.56.21.77
6672,Raphaël,Meyer,2001-03-25,50.83.149.80
6673,Juliette,Henry,1994-05-21,33.163.150.162
6674,Lucas,Gautier,2002-05-28,167.101.75.215
6675,Liam,Mercier,2000-01-31,96.175.229.44
6676,Hugo,Lucas,1996-12-09,245.248.15.120
6677,Lya,Simon,1990-09-16,210.228.248.130
6678,Ayden,Renaud,1992-07-21,200.65.152.116
6679,Agathe,Barbier,1991-05-19,216.83.128.78
6680,Noé,Marie,1994-01-05,126.145.16.215
6681,Chloé,Schmitt,1998-11-22,143.31.18.226
6682,Timéo,Bonnet,1994-05-17,36.120.192.88
6683,Zoé,Dumas,2002-02-16,66.51.245.146
6684,Lucie,Faure,1992-09-27,66.253.242.14
6685,Lucas,Perrin,2000-01-18,245.74.111.238
6686,Romy,Colin,1991-01-26,28.161.207.82
6687,Marceau,Brun,2002-03-12,58.186.214.65
6688,Victoria,Rolland,1992-03-02,91.42.211.160
6689,Ambre,Brun,2003-12-26,54.240.77.102
6690,Ava,Marie,1998-10-15,36.2.186.62
6691,Charlotte,Lemaire,1993-08-09,141.29.69.14
6692,Margaux,Chevalier,2003-06-10,233.74.104.117
6693,Adèle,Rolland,1999-11-12,254.121.70.52
6694,Chloé,Bernard,1994-05-18,215.31.251.123
6695,Giulia,Clement,1998-06-17,68.241.88.167
6696,Luna,Barbier,1997-09-17,180.178.255.121
6697,Mya,Bonnet,2001-06-21,61.34.50.193
6698,Ibrahim,Roy,1998-03-03,243.26.252.112
6699,Paul,Garcia,2004-04-05,107.78.48.223
6700,Marius,Leclerc,1999-02-17,236.117.24.230
6701,Hugo,Roux,1998-09-13,61.162.205.212
6702,Adam,Durand,1991-02-28,115.127.57.255
6703,Raphaël,Gautier,2000-12-19,61.65.103.27
6704,Jules,David,2000-06-30,61.196.32.88
6705,Luna,Michel,1990-10-10,215.39.145.192
6706,Mya,Guillaume,1993-06-12,214.98.27.5
6707,Adam,Garnier,1997-08-13,181.179.161.95
6708,Eva,Garnier,2003-01-05,232.124.5.236
6709,Liam,Leclerc,1997-09-20,65.5.255.128
6710,Alma,Roy,1996-12-04,125.227.175.58
6711,Imran,Laurent,1995-07-03,92.185.65.188
6712,Noah,Garnier,1990-08-22,98.58.155.197
6713,Valentin,Dumas,1998-06-24,233.8.246.158
6714,Lucas,Durand,1998-06-04,119.7.226.253
6715,Paul,Rolland,1993-10-10,23.186.19.100
6716,Nino,Brunet,2004-09-15,246.143.53.251
6717,Victor,Fabre,2004-01-02,11.98.244.75
6718,Aaron,Fontaine,2001-12-15,62.23.237.27
6719,Adèle,Petit,1995-06-11,42.30.171.23
6720,Victoria,Dumas,1998-07-08,37.109.73.161
6721,Eden,Bourgeois,1995-11-04,60.176.43.239
6722,Mathis,Vidal,1993-08-16,56.181.94.12
6723,Emma,Blanchard,1993-08-15,157.132.167.116
6724,Louna,Rey,1992-01-04,72.106.29.145
6725,Léna,Meunier,1993-11-07,173.132.203.177
6726,Lola,Brun,1998-09-21,224.158.150.36
6727,Arthur,Payet,1999-04-23,105.101.140.249
6728,Eden,Renaud,1994-09-10,76.23.202.81
6729,Léonie,Durand,1994-03-13,172.60.227.125
6730,Victoria,Marie,1999-03-21,39.216.234.191
6731,Timéo,Leroux,1992-05-27,223.218.168.102
6732,Eden,Arnaud,1999-12-26,77.56.90.204
6733,Eliott,Rousseau,2000-11-21,31.12.189.253
